-0.002753,-0.007420,0.215027,
-0.002694,-0.007327,0.215027,
-0.002516,-0.007054,0.215027,
-0.002223,-0.006607,0.215027,
-0.001824,-0.005998,0.215027,
-0.001331,-0.005242,0.215027,
-0.000763,-0.004350,0.215027,
-0.000159,-0.003345,0.215027,
0.000454,-0.002250,0.215027,
0.001042,-0.001087,0.215027,
0.001569,0.000119,0.215027,
0.002013,0.001336,0.215027,
0.002377,0.002525,0.215027,
0.002664,0.003650,0.215027,
0.002872,0.004676,0.215027,
0.003000,0.005574,0.215027,
0.003051,0.006317,0.215027,
0.003043,0.006877,0.215027,
0.002946,0.007249,0.215027,
0.002758,0.007418,0.215027,
0.002511,0.007378,0.215027,
0.002225,0.007135,0.215027,
0.001895,0.006696,0.215027,
0.001494,0.006082,0.215027,
0.001050,0.005303,0.215027,
0.000580,0.004381,0.215027,
0.000100,0.003338,0.215027,
-0.000372,0.002200,0.215027,
-0.000813,0.000995,0.215027,
-0.001195,-0.000251,0.215027,
-0.001516,-0.001502,0.215027,
-0.001788,-0.002715,0.215027,
-0.002022,-0.003851,0.215027,
-0.002229,-0.004872,0.215027,
-0.002414,-0.005753,0.215027,
-0.002564,-0.006465,0.215027,
-0.002675,-0.006988,0.215027,
-0.002741,-0.007308,0.215027,
-0.002753,-0.007420,0.215027,
