-0.478833,-0.933958,5.074176,
-0.469093,-0.923219,5.074176,
-0.439914,-0.891470,5.074176,
-0.391738,-0.839778,5.074176,
-0.325757,-0.769395,5.074176,
-0.244162,-0.681314,5.074176,
-0.150838,-0.574710,5.074176,
-0.052983,-0.452193,5.074176,
0.046039,-0.316658,5.074176,
0.141900,-0.170893,5.074176,
0.229747,-0.017941,5.074176,
0.306183,0.138165,5.074176,
0.371067,0.291858,5.074176,
0.424055,0.438000,5.074176,
0.464476,0.572067,5.074176,
0.492052,0.689921,5.074176,
0.506924,0.787908,5.074176,
0.511363,0.862322,5.074176,
0.502091,0.912036,5.074176,
0.479382,0.933621,5.074176,
0.449465,0.927065,5.074176,
0.413520,0.895678,5.074176,
0.369604,0.839520,5.074176,
0.314237,0.761520,5.074176,
0.250584,0.663018,5.074176,
0.180537,0.546435,5.074176,
0.106275,0.414670,5.074176,
0.030171,0.271043,5.074176,
-0.044596,0.118865,5.074176,
-0.114300,-0.038648,5.074176,
-0.178255,-0.196686,5.074176,
-0.237200,-0.349660,5.074176,
-0.291666,-0.492104,5.074176,
-0.342987,-0.618616,5.074176,
-0.390315,-0.727664,5.074176,
-0.429108,-0.815738,5.074176,
-0.457375,-0.880421,5.074176,
-0.474330,-0.919970,5.074176,
-0.478833,-0.933958,5.074176,
