-0.006629,-0.016107,0.193491,
-0.006494,-0.015908,0.193491,
-0.006089,-0.015317,0.193491,
-0.005424,-0.014352,0.193491,
-0.004516,-0.013038,0.193491,
-0.003394,-0.011405,0.193491,
-0.002102,-0.009478,0.193491,
-0.000721,-0.007302,0.193491,
0.000686,-0.004928,0.193491,
0.002048,-0.002405,0.193491,
0.003290,0.000212,0.193491,
0.004359,0.002858,0.193491,
0.005260,0.005444,0.193491,
0.005992,0.007890,0.193491,
0.006546,0.010124,0.193491,
0.006919,0.012079,0.193491,
0.007114,0.013697,0.193491,
0.007164,0.014919,0.193491,
0.007008,0.015731,0.193491,
0.006639,0.016103,0.193491,
0.006128,0.016021,0.193491,
0.005512,0.015498,0.193491,
0.004779,0.014546,0.193491,
0.003880,0.013215,0.193491,
0.002871,0.011528,0.193491,
0.001788,0.009526,0.193491,
0.000668,0.007260,0.193491,
-0.000449,0.004789,0.193491,
-0.001511,0.002169,0.193491,
-0.002457,-0.000541,0.193491,
-0.003281,-0.003260,0.193491,
-0.004001,-0.005899,0.193491,
-0.004634,-0.008368,0.193491,
-0.005199,-0.010585,0.193491,
-0.005701,-0.012495,0.193491,
-0.006110,-0.014038,0.193491,
-0.006409,-0.015172,0.193491,
-0.006589,-0.015865,0.193491,
-0.006629,-0.016107,0.193491,
