-3.085907,1.517851,5.757503,
-3.064831,1.409257,5.757503,
-3.085527,1.318178,5.757503,
-3.110578,1.228995,5.757503,
-3.139237,1.141357,5.757503,
-3.170551,1.054834,5.757503,
-3.203839,0.969101,5.757503,
-3.238858,0.884085,5.757503,
-3.275404,0.799705,5.757503,
-3.313207,0.715843,5.757503,
-3.352296,0.632541,5.757503,
-3.392436,0.549695,5.757503,
-3.433763,0.467404,5.757503,
-3.475989,0.385532,5.757503,
-3.519421,0.304271,5.757503,
-3.563572,0.223369,5.757503,
-3.609354,0.143368,5.757503,
-3.655886,0.063785,5.757503,
-3.703116,-0.015398,5.757503,
-3.752138,-0.093514,5.757503,
-3.802234,-0.170967,5.757503,
-3.853642,-0.247591,5.757503,
-3.905921,-0.323636,5.757503,
-3.959518,-0.398811,5.757503,
-4.013896,-0.473427,5.757503,
-4.069276,-0.547331,5.757503,
-4.125392,-0.620677,5.757503,
-4.182387,-0.693361,5.757503,
-4.240120,-0.765457,5.757503,
-4.298712,-0.836901,5.757503,
-4.358165,-0.907851,5.757503,
-4.418528,-0.978120,5.757503,
-4.479764,-1.047438,5.757503,
-4.541729,-1.115812,5.757503,
-4.603711,-1.183554,5.757503,
-4.665880,-1.250833,5.757503,
-4.728029,-1.317814,5.757503,
-4.790106,-1.384641,5.757503,
-4.851849,-1.451461,5.757503,
-4.913403,-1.518299,5.757503,
-4.872747,-1.437580,5.757503,
-4.830428,-1.357522,5.757503,
-4.787807,-1.277373,5.757503,
-4.745124,-1.197020,5.757503,
-4.702536,-1.116509,5.757503,
-4.660296,-1.035761,5.757503,
-4.618578,-0.954968,5.757503,
-4.577649,-0.873890,5.757503,
-4.537514,-0.792465,5.757503,
-4.497624,-0.710748,5.757503,
-4.457756,-0.628734,5.757503,
-4.417822,-0.546661,5.757503,
-4.377750,-0.464603,5.757503,
-4.337459,-0.382625,5.757503,
-4.296915,-0.300757,5.757503,
-4.255967,-0.219109,5.757503,
-4.214595,-0.137699,5.757503,
-4.172658,-0.056631,5.757503,
-4.130127,0.024076,5.757503,
-4.086575,0.104152,5.757503,
-4.042636,0.183971,5.757503,
-3.997210,0.262874,5.757503,
-3.951638,0.341645,5.757503,
-3.905672,0.420121,5.757503,
-3.858574,0.497875,5.757503,
-3.811170,0.575369,5.757503,
-3.763075,0.652381,5.757503,
-3.714531,0.729033,5.757503,
-3.665335,0.805210,5.757503,
-3.615598,0.880964,5.757503,
-3.565169,0.956210,5.757503,
-3.514089,1.030963,5.757503,
-3.462184,1.105132,5.757503,
-3.409336,1.178649,5.757503,
-3.355367,1.251446,5.757503,
-3.299837,1.323302,5.757503,
-3.242137,1.393950,5.757503,
-3.182204,1.463390,5.757503,
-3.085907,1.517851,5.757503,
