-0.026735,-0.095979,8.639039,
-0.026194,-0.094726,8.639039,
-0.024565,-0.091010,8.639039,
-0.021865,-0.084941,8.639039,
-0.018162,-0.076683,8.639039,
-0.013603,-0.066432,8.639039,
-0.008485,-0.054357,8.639039,
-0.003185,-0.040779,8.639039,
0.002153,-0.026067,8.639039,
0.007318,-0.010601,8.639039,
0.012078,0.005218,8.639039,
0.016266,0.020963,8.639039,
0.019856,0.036175,8.639039,
0.022820,0.050417,8.639039,
0.025118,0.063287,8.639039,
0.026731,0.074419,8.639039,
0.027668,0.083492,8.639039,
0.028031,0.090230,8.639039,
0.027705,0.094454,8.639039,
0.026760,0.095971,8.639039,
0.025518,0.094749,8.639039,
0.023922,0.090940,8.639039,
0.021861,0.084630,8.639039,
0.019171,0.076029,8.639039,
0.015980,0.065361,8.639039,
0.012372,0.052916,8.639039,
0.008448,0.039030,8.639039,
0.004327,0.024078,8.639039,
0.000163,0.008452,8.639039,
-0.003857,-0.007447,8.639039,
-0.007678,-0.023176,8.639039,
-0.011305,-0.038279,8.639039,
-0.014743,-0.052312,8.639039,
-0.018054,-0.064848,8.639039,
-0.021081,-0.075621,8.639039,
-0.023554,-0.084328,8.639039,
-0.025352,-0.090728,8.639039,
-0.026429,-0.094644,8.639039,
-0.026735,-0.095979,8.639039,
